epoch,accuracy,loss,val_accuracy,val_loss
54,0.8424999713897705,0.41874343156814575,0.7833333611488342,0.5478096604347229
55,0.8125,0.44353699684143066,0.7708333134651184,0.5778645277023315
56,0.8349999785423279,0.4315059781074524,0.7875000238418579,0.5527526140213013
57,0.8274999856948853,0.4427533447742462,0.8041666746139526,0.5339314937591553
58,0.824999988079071,0.4177793264389038,0.8125,0.50995934009552
59,0.8274999856948853,0.4379520118236542,0.8125,0.5347347855567932
60,0.8233333230018616,0.43853560090065,0.7791666388511658,0.556226909160614
61,0.8299999833106995,0.41855138540267944,0.824999988079071,0.49044695496559143
62,0.8374999761581421,0.4089244604110718,0.7875000238418579,0.580256462097168
63,0.8500000238418579,0.3828684985637665,0.7916666865348816,0.6084105968475342
64,0.8333333134651184,0.4123905301094055,0.7916666865348816,0.5121198296546936
65,0.8458333611488342,0.3846280574798584,0.7958333492279053,0.5061372518539429
66,0.8541666865348816,0.3814407289028168,0.7833333611488342,0.5194103121757507
67,0.8383333086967468,0.40551164746284485,0.8333333134651184,0.5161159038543701
68,0.840833306312561,0.39193254709243774,0.8125,0.4919280409812927
69,0.8575000166893005,0.3677048981189728,0.824999988079071,0.5075576901435852
70,0.8525000214576721,0.38429078459739685,0.8041666746139526,0.49563974142074585
71,0.8516666889190674,0.38413211703300476,0.7708333134651184,0.5778067111968994
72,0.8366666436195374,0.4059416651725769,0.8083333373069763,0.5023102164268494
73,0.8550000190734863,0.3651390075683594,0.7749999761581421,0.5650377869606018
74,0.8475000262260437,0.37343576550483704,0.7916666865348816,0.5403035283088684
75,0.8516666889190674,0.3701257109642029,0.7958333492279053,0.5484992265701294
76,0.8600000143051147,0.3644368350505829,0.7791666388511658,0.5426901578903198
77,0.8516666889190674,0.3667339086532593,0.7875000238418579,0.5127993226051331
78,0.8550000190734863,0.36124253273010254,0.8374999761581421,0.47845521569252014
79,0.8550000190734863,0.3576104938983917,0.7791666388511658,0.5603786110877991
80,0.8583333492279053,0.34705308079719543,0.8041666746139526,0.4943542778491974
81,0.862500011920929,0.33006566762924194,0.8541666865348816,0.44838839769363403
82,0.875,0.3345832824707031,0.8125,0.5353038907051086
83,0.8566666841506958,0.3382924199104309,0.8166666626930237,0.5307978391647339
84,0.8608333468437195,0.339020311832428,0.8374999761581421,0.4514741897583008
85,0.8700000047683716,0.3205125033855438,0.7875000238418579,0.495353102684021
86,0.8808333277702332,0.30925992131233215,0.824999988079071,0.47229164838790894
87,0.875,0.3136059641838074,0.8125,0.46760353446006775
88,0.8758333325386047,0.29991695284843445,0.8125,0.49042558670043945
89,0.8741666674613953,0.3228817582130432,0.8666666746139526,0.44007623195648193
90,0.8566666841506958,0.34121066331863403,0.7916666865348816,0.5849316716194153
91,0.8816666603088379,0.315341055393219,0.8208333253860474,0.4455558955669403
92,0.878333330154419,0.3032778799533844,0.8458333611488342,0.4884588122367859
93,0.8725000023841858,0.30479249358177185,0.8458333611488342,0.42929038405418396
94,0.875,0.3133884072303772,0.8166666626930237,0.5003834366798401
95,0.8741666674613953,0.3019576668739319,0.824999988079071,0.451166033744812
96,0.8933333158493042,0.28895890712738037,0.8458333611488342,0.44186627864837646
97,0.8833333253860474,0.30192357301712036,0.8374999761581421,0.4343608617782593
98,0.8708333373069763,0.3102729618549347,0.8541666865348816,0.41714048385620117
99,0.8924999833106995,0.27745965123176575,0.8333333134651184,0.4485078752040863
100,0.8916666507720947,0.2817275822162628,0.7833333611488342,0.5125108361244202
101,0.8941666483879089,0.2860257625579834,0.8374999761581421,0.4536636173725128
102,0.8941666483879089,0.26936075091362,0.862500011920929,0.4310172498226166
103,0.8891666531562805,0.27868038415908813,0.8500000238418579,0.4328276216983795
104,0.8966666460037231,0.26164963841438293,0.8458333611488342,0.44725120067596436
105,0.8933333158493042,0.27525511384010315,0.8500000238418579,0.4381696283817291
106,0.8983333110809326,0.2727001905441284,0.8541666865348816,0.4149828553199768
107,0.8974999785423279,0.25662708282470703,0.8500000238418579,0.4374639093875885
108,0.9008333086967468,0.26844164729118347,0.8500000238418579,0.4246021807193756
109,0.9041666388511658,0.26684531569480896,0.862500011920929,0.44454601407051086
110,0.8891666531562805,0.26798173785209656,0.862500011920929,0.4201461970806122
111,0.8916666507720947,0.25456273555755615,0.862500011920929,0.4324115812778473
112,0.9083333611488342,0.2518729269504547,0.8791666626930237,0.3974403142929077
113,0.9125000238418579,0.23258087038993835,0.8541666865348816,0.4511037766933441
114,0.9058333039283752,0.2637726962566376,0.8583333492279053,0.43236643075942993
115,0.8983333110809326,0.2613624930381775,0.8500000238418579,0.42059963941574097
116,0.9083333611488342,0.23625564575195312,0.8791666626930237,0.4117172360420227
117,0.9066666960716248,0.24194753170013428,0.887499988079071,0.37718743085861206
118,0.9158333539962769,0.2384200096130371,0.8666666746139526,0.4271458089351654
119,0.8999999761581421,0.26635491847991943,0.8916666507720947,0.3878645598888397
120,0.903333306312561,0.23401367664337158,0.8791666626930237,0.41457512974739075
121,0.8924999833106995,0.2593177258968353,0.8666666746139526,0.4211675226688385
122,0.9075000286102295,0.23271146416664124,0.8708333373069763,0.37914615869522095
123,0.9016666412353516,0.24746404588222504,0.8708333373069763,0.4260813593864441
124,0.9166666865348816,0.22034120559692383,0.8791666626930237,0.36233100295066833
125,0.9166666865348816,0.22996190190315247,0.8333333134651184,0.43673184514045715
126,0.9058333039283752,0.23808544874191284,0.8958333134651184,0.3444611430168152
127,0.9133333563804626,0.22855892777442932,0.8458333611488342,0.40883105993270874
128,0.9166666865348816,0.21961252391338348,0.875,0.38881662487983704
129,0.9116666913032532,0.2254411280155182,0.8541666865348816,0.3797450363636017
130,0.9141666889190674,0.22082509100437164,0.8833333253860474,0.41711029410362244
131,0.909166693687439,0.2180442363023758,0.8833333253860474,0.37031683325767517
132,0.9233333468437195,0.20818065106868744,0.8708333373069763,0.4336501955986023
133,0.9225000143051147,0.21602843701839447,0.8916666507720947,0.392353892326355
134,0.9083333611488342,0.2369740754365921,0.8708333373069763,0.3695187270641327
135,0.9158333539962769,0.21231484413146973,0.875,0.36841249465942383
136,0.9150000214576721,0.20390333235263824,0.8916666507720947,0.3758998215198517
137,0.9191666841506958,0.20206932723522186,0.8666666746139526,0.37908217310905457
138,0.9300000071525574,0.18340231478214264,0.8708333373069763,0.4193382263183594
139,0.903333306312561,0.23413802683353424,0.8791666626930237,0.4185284972190857
140,0.9158333539962769,0.20455260574817657,0.8583333492279053,0.41500386595726013
141,0.9300000071525574,0.20000724494457245,0.8500000238418579,0.44089049100875854
142,0.9150000214576721,0.21765150129795074,0.8708333373069763,0.4349859058856964
143,0.9291666746139526,0.20438534021377563,0.8958333134651184,0.3743014335632324
144,0.9175000190734863,0.1995108276605606,0.8833333253860474,0.4239468276500702
145,0.9200000166893005,0.1987854689359665,0.8916666507720947,0.3742075264453888
146,0.9375,0.1855427622795105,0.887499988079071,0.3640958070755005
147,0.9233333468437195,0.19668835401535034,0.8291666507720947,0.5062847137451172
148,0.9333333373069763,0.18352270126342773,0.8833333253860474,0.4234817922115326
149,0.9383333325386047,0.17587615549564362,0.9125000238418579,0.35039857029914856
150,0.9241666793823242,0.18373489379882812,0.8708333373069763,0.40178999304771423
151,0.9391666650772095,0.1702759712934494,0.887499988079071,0.394694447517395
152,0.9266666769981384,0.18960218131542206,0.8916666507720947,0.3841042220592499
153,0.9308333396911621,0.1850622445344925,0.8666666746139526,0.40181082487106323
154,0.940833330154419,0.1723085343837738,0.887499988079071,0.33799800276756287
155,0.92166668176651,0.1899590790271759,0.8833333253860474,0.3627144396305084
156,0.9308333396911621,0.1817050278186798,0.887499988079071,0.36373385787010193
157,0.9424999952316284,0.1629214733839035,0.8416666388511658,0.47444599866867065
158,0.92166668176651,0.2081380933523178,0.862500011920929,0.42368122935295105
159,0.9366666674613953,0.1803109049797058,0.8791666626930237,0.4061017334461212
160,0.925000011920929,0.19731681048870087,0.8958333134651184,0.3722256124019623
161,0.9449999928474426,0.167149618268013,0.8833333253860474,0.40187788009643555
162,0.9424999952316284,0.1554461270570755,0.887499988079071,0.404659241437912
163,0.9391666650772095,0.16367046535015106,0.875,0.41874244809150696
164,0.940833330154419,0.16539879143238068,0.8833333253860474,0.3732200860977173
165,0.9208333492279053,0.1909928172826767,0.8958333134651184,0.3523808717727661
166,0.940833330154419,0.15593984723091125,0.875,0.3977752923965454
167,0.9358333349227905,0.1731250137090683,0.8916666507720947,0.3707869350910187
168,0.9316666722297668,0.16899313032627106,0.8999999761581421,0.35096612572669983
169,0.934166669845581,0.1787898689508438,0.8999999761581421,0.34421589970588684
170,0.940833330154419,0.16538548469543457,0.887499988079071,0.37290158867836
171,0.9366666674613953,0.156696155667305,0.887499988079071,0.359131783246994
172,0.9350000023841858,0.1633559614419937,0.8791666626930237,0.41539543867111206
173,0.9391666650772095,0.16267487406730652,0.8999999761581421,0.3385576903820038
174,0.9424999952316284,0.1657836139202118,0.8833333253860474,0.39323607087135315
175,0.940833330154419,0.160648375749588,0.8833333253860474,0.3926160931587219
176,0.9483333230018616,0.14578165113925934,0.8541666865348816,0.4300234019756317
177,0.9399999976158142,0.16430146992206573,0.862500011920929,0.4190371632575989
178,0.9449999928474426,0.15129712224006653,0.8958333134651184,0.4125351011753082
179,0.9133333563804626,0.2165290266275406,0.8999999761581421,0.35095709562301636
180,0.9433333277702332,0.15977993607521057,0.8999999761581421,0.33932891488075256
181,0.9308333396911621,0.15229405462741852,0.9041666388511658,0.34245482087135315
182,0.9416666626930237,0.15543106198310852,0.8791666626930237,0.3948836028575897
183,0.9491666555404663,0.14382900297641754,0.862500011920929,0.4413834810256958
184,0.9366666674613953,0.16752390563488007,0.8999999761581421,0.3281938433647156
185,0.9416666626930237,0.1687295138835907,0.8958333134651184,0.338585764169693
186,0.9399999976158142,0.159464031457901,0.8958333134651184,0.40376976132392883
187,0.9508333206176758,0.13849519193172455,0.9041666388511658,0.30516961216926575
188,0.9358333349227905,0.1615060567855835,0.8958333134651184,0.3659197986125946
189,0.9483333230018616,0.1467541605234146,0.8958333134651184,0.33608847856521606
190,0.9441666603088379,0.1405276209115982,0.8583333492279053,0.43804168701171875
191,0.9549999833106995,0.13344135880470276,0.8666666746139526,0.4650140106678009
192,0.9474999904632568,0.13331842422485352,0.8916666507720947,0.40742507576942444
193,0.9474999904632568,0.13983643054962158,0.887499988079071,0.40328189730644226
194,0.9549999833106995,0.1262752264738083,0.8791666626930237,0.3675852119922638
195,0.9433333277702332,0.15327416360378265,0.925000011920929,0.3272203803062439
196,0.9375,0.16113045811653137,0.8916666507720947,0.34118548035621643
197,0.9416666626930237,0.14573435485363007,0.8916666507720947,0.35258081555366516
198,0.9474999904632568,0.14006567001342773,0.9041666388511658,0.3588842451572418
199,0.9383333325386047,0.1561727523803711,0.887499988079071,0.3743974566459656
200,0.9433333277702332,0.1381075233221054,0.8500000238418579,0.4008945822715759
201,0.949999988079071,0.1386476755142212,0.9041666388511658,0.3730180561542511
202,0.9541666507720947,0.13164013624191284,0.8666666746139526,0.4103546738624573
203,0.9541666507720947,0.1339900940656662,0.9166666865348816,0.28605735301971436
204,0.9474999904632568,0.13561730086803436,0.8708333373069763,0.47289326786994934
205,0.9416666626930237,0.13608555495738983,0.8833333253860474,0.4040782153606415
206,0.9474999904632568,0.13394954800605774,0.8958333134651184,0.39743247628211975
207,0.9574999809265137,0.12552757561206818,0.8958333134651184,0.33592110872268677
208,0.9449999928474426,0.1400558203458786,0.8791666626930237,0.4981846511363983
209,0.9158333539962769,0.18311631679534912,0.875,0.4256180226802826
210,0.9491666555404663,0.14486859738826752,0.9041666388511658,0.342924028635025
211,0.9541666507720947,0.12358161807060242,0.8791666626930237,0.380355566740036
212,0.9491666555404663,0.136483296751976,0.8791666626930237,0.35537049174308777
213,0.9608333110809326,0.12051020562648773,0.8833333253860474,0.4615958631038666
214,0.9566666483879089,0.1183808371424675,0.8916666507720947,0.39965561032295227
215,0.9549999833106995,0.13076527416706085,0.9083333611488342,0.36233359575271606
216,0.9591666460037231,0.1331310272216797,0.875,0.4340391755104065
217,0.9483333230018616,0.12728267908096313,0.887499988079071,0.4312666058540344
218,0.965833306312561,0.11868282407522202,0.9166666865348816,0.3521757125854492
219,0.9583333134651184,0.11426927894353867,0.8999999761581421,0.37534067034721375
220,0.9383333325386047,0.14274035394191742,0.875,0.44727107882499695
221,0.9399999976158142,0.147836834192276,0.8500000238418579,0.4005962610244751
222,0.9516666531562805,0.12349546700716019,0.8791666626930237,0.4795755445957184
223,0.9508333206176758,0.13139034807682037,0.8458333611488342,0.527509331703186
224,0.9541666507720947,0.1183714047074318,0.8916666507720947,0.39719951152801514
225,0.9641666412353516,0.10383957624435425,0.8791666626930237,0.4204998016357422
226,0.9483333230018616,0.13624855875968933,0.8708333373069763,0.5009494423866272
227,0.9483333230018616,0.1283121407032013,0.8708333373069763,0.3811173737049103
228,0.9558333158493042,0.12599647045135498,0.8708333373069763,0.4723227918148041
229,0.9574999809265137,0.12062283605337143,0.8833333253860474,0.4390679597854614
230,0.9466666579246521,0.12453679740428925,0.887499988079071,0.3390912115573883
231,0.9549999833106995,0.11388865113258362,0.8833333253860474,0.42143580317497253
232,0.9566666483879089,0.1102067157626152,0.8916666507720947,0.41369548439979553
233,0.9624999761581421,0.10227983444929123,0.8791666626930237,0.42069005966186523
234,0.9566666483879089,0.1120111495256424,0.8833333253860474,0.34302061796188354
235,0.9608333110809326,0.11028484255075455,0.8791666626930237,0.44230708479881287
236,0.9591666460037231,0.10850933194160461,0.9041666388511658,0.4030252993106842
237,0.949999988079071,0.13030914962291718,0.8916666507720947,0.4228239059448242
238,0.9624999761581421,0.11464913934469223,0.8916666507720947,0.42220357060432434
239,0.9541666507720947,0.11688937991857529,0.8916666507720947,0.4203822910785675
240,0.9758333563804626,0.0922369733452797,0.887499988079071,0.4087391793727875
241,0.9541666507720947,0.11262037605047226,0.887499988079071,0.3808612823486328
242,0.95333331823349,0.11871388554573059,0.875,0.41970309615135193
243,0.9674999713897705,0.0953247994184494,0.8916666507720947,0.3891695439815521
244,0.9583333134651184,0.10717183351516724,0.9125000238418579,0.3801589012145996
245,0.9583333134651184,0.11143903434276581,0.8583333492279053,0.4587956368923187
246,0.9583333134651184,0.11696434020996094,0.8500000238418579,0.49599942564964294
247,0.9483333230018616,0.12785963714122772,0.8791666626930237,0.4519082009792328
248,0.9649999737739563,0.09955976158380508,0.8999999761581421,0.38831692934036255
249,0.9608333110809326,0.1097167432308197,0.9041666388511658,0.4677736461162567
250,0.9649999737739563,0.10372348874807358,0.8916666507720947,0.45955708622932434
251,0.9599999785423279,0.1069551482796669,0.9083333611488342,0.3960484266281128
252,0.9649999737739563,0.09926462173461914,0.8791666626930237,0.4639612138271332
253,0.9516666531562805,0.11583394557237625,0.9041666388511658,0.4251834452152252
254,0.9524999856948853,0.13323040306568146,0.8916666507720947,0.4119645357131958
255,0.9700000286102295,0.09349875152111053,0.9125000238418579,0.33335214853286743
256,0.9674999713897705,0.096872478723526,0.8916666507720947,0.41793733835220337
257,0.9649999737739563,0.09287656098604202,0.8833333253860474,0.4250069558620453
258,0.971666693687439,0.08330099284648895,0.9083333611488342,0.3647729754447937
259,0.9508333206176758,0.11394308507442474,0.9041666388511658,0.4000864028930664
260,0.9616666436195374,0.10399419814348221,0.8833333253860474,0.5395097136497498
261,0.9700000286102295,0.09381382912397385,0.887499988079071,0.4999794661998749
262,0.9649999737739563,0.09282564371824265,0.875,0.4444979131221771
263,0.9466666579246521,0.11637236177921295,0.9125000238418579,0.3690166473388672
264,0.9641666412353516,0.09667187184095383,0.8791666626930237,0.426608145236969
265,0.9708333611488342,0.08352500945329666,0.8999999761581421,0.43163901567459106
266,0.9708333611488342,0.0917758122086525,0.8833333253860474,0.5403750538825989
267,0.9641666412353516,0.0990709662437439,0.8833333253860474,0.48495155572891235
268,0.9725000262260437,0.09004426002502441,0.9041666388511658,0.41313838958740234
269,0.9616666436195374,0.10456517338752747,0.9041666388511658,0.35491567850112915
270,0.9633333086967468,0.10692974179983139,0.8958333134651184,0.39242076873779297
271,0.9691666960716248,0.09397134929895401,0.8791666626930237,0.4280281662940979
272,0.9591666460037231,0.10847905278205872,0.875,0.4006045162677765
273,0.9708333611488342,0.08983445912599564,0.8458333611488342,0.5188533663749695
274,0.9674999713897705,0.09525582939386368,0.887499988079071,0.3743911683559418
275,0.9683333039283752,0.09578827768564224,0.9083333611488342,0.43156200647354126
276,0.9750000238418579,0.07931534945964813,0.887499988079071,0.4940488636493683
277,0.9750000238418579,0.07996119558811188,0.8916666507720947,0.3771771490573883
278,0.9733333587646484,0.07965712994337082,0.8916666507720947,0.43476149439811707
279,0.9691666960716248,0.08249419182538986,0.8833333253860474,0.4537169337272644
280,0.9683333039283752,0.08032596111297607,0.9208333492279053,0.3395572900772095
281,0.9700000286102295,0.09118195623159409,0.8916666507720947,0.37969261407852173
282,0.9725000262260437,0.08542170375585556,0.8833333253860474,0.40862852334976196
283,0.9633333086967468,0.09148435294628143,0.8916666507720947,0.36829450726509094
284,0.9700000286102295,0.08556307852268219,0.8708333373069763,0.4740787148475647
285,0.9624999761581421,0.11190898716449738,0.9041666388511658,0.3945915997028351
286,0.9691666960716248,0.0906883180141449,0.9041666388511658,0.41370490193367004
287,0.9649999737739563,0.09128723293542862,0.887499988079071,0.42831695079803467
288,0.9624999761581421,0.11106891930103302,0.887499988079071,0.4503690302371979
289,0.9674999713897705,0.09129978716373444,0.8958333134651184,0.43351495265960693
290,0.9641666412353516,0.0895799845457077,0.875,0.46066200733184814
291,0.9608333110809326,0.09289682656526566,0.8708333373069763,0.5398498773574829
292,0.9666666388511658,0.09916417300701141,0.8583333492279053,0.42815062403678894
293,0.9666666388511658,0.09742379933595657,0.8791666626930237,0.5872696042060852
294,0.9683333039283752,0.09437324851751328,0.8999999761581421,0.4598219692707062
295,0.9733333587646484,0.08183149248361588,0.8958333134651184,0.49925047159194946
296,0.9683333039283752,0.0900372713804245,0.9083333611488342,0.5004765391349792
297,0.9741666913032532,0.08660613745450974,0.8958333134651184,0.46023038029670715
298,0.9741666913032532,0.07332451641559601,0.8791666626930237,0.43310022354125977
299,0.98416668176651,0.061665453016757965,0.9041666388511658,0.4471874535083771
300,0.9750000238418579,0.07383869588375092,0.8958333134651184,0.5650953054428101
301,0.971666693687439,0.0739692971110344,0.8916666507720947,0.4538373649120331
302,0.9750000238418579,0.07322514802217484,0.8916666507720947,0.4405759274959564
303,0.9816666841506958,0.060321152210235596,0.9166666865348816,0.4442184567451477
304,0.9750000238418579,0.06578764319419861,0.925000011920929,0.49349725246429443
305,0.9775000214576721,0.06906330585479736,0.8708333373069763,0.4900789260864258
306,0.9750000238418579,0.08212795853614807,0.862500011920929,0.6061409115791321
307,0.9758333563804626,0.07058557122945786,0.8708333373069763,0.4883475601673126
308,0.9741666913032532,0.07725735753774643,0.8958333134651184,0.5218175649642944
309,0.9641666412353516,0.09450845420360565,0.875,0.540546715259552
310,0.9741666913032532,0.07591783255338669,0.8833333253860474,0.4950767755508423
311,0.9633333086967468,0.09333158284425735,0.8666666746139526,0.5019336938858032
312,0.9741666913032532,0.08177364617586136,0.887499988079071,0.4312170743942261
313,0.9791666865348816,0.07924597710371017,0.887499988079071,0.543491005897522
314,0.971666693687439,0.0862831324338913,0.8833333253860474,0.5841705203056335
315,0.9741666913032532,0.07329165190458298,0.9083333611488342,0.3404175639152527
316,0.9725000262260437,0.07248902320861816,0.9041666388511658,0.3891488015651703
317,0.9683333039283752,0.07866788655519485,0.8541666865348816,0.6631630659103394
318,0.9733333587646484,0.07592252641916275,0.8666666746139526,0.5367391109466553
319,0.9800000190734863,0.06822966039180756,0.9041666388511658,0.4101666212081909
320,0.9825000166893005,0.06528518348932266,0.887499988079071,0.47893330454826355
321,0.9791666865348816,0.0685538575053215,0.8708333373069763,0.4705657362937927
322,0.9775000214576721,0.06177668273448944,0.8958333134651184,0.3574177026748657
323,0.9674999713897705,0.08536358177661896,0.8999999761581421,0.4390556216239929
324,0.9691666960716248,0.09012184292078018,0.887499988079071,0.5268104672431946
325,0.9825000166893005,0.05760487914085388,0.887499988079071,0.4936811029911041
326,0.9708333611488342,0.06772608309984207,0.8958333134651184,0.3954712450504303
327,0.9800000190734863,0.06907213479280472,0.8958333134651184,0.5140798091888428
328,0.9725000262260437,0.07875007390975952,0.8541666865348816,0.7141512632369995
329,0.9808333516120911,0.06300562620162964,0.8708333373069763,0.5102691054344177
330,0.9775000214576721,0.06531181931495667,0.9041666388511658,0.41284874081611633
331,0.9783333539962769,0.06796031445264816,0.8708333373069763,0.4694141149520874
332,0.9816666841506958,0.059939879924058914,0.9083333611488342,0.42995306849479675
333,0.9758333563804626,0.0647997036576271,0.9083333611488342,0.38839831948280334
334,0.9775000214576721,0.06934742629528046,0.8958333134651184,0.5769172310829163
335,0.9800000190734863,0.058790817856788635,0.9125000238418579,0.43062907457351685
336,0.9683333039283752,0.07571066170930862,0.8833333253860474,0.4540616273880005
337,0.9783333539962769,0.06194140017032623,0.887499988079071,0.6246454119682312
338,0.9758333563804626,0.06595475971698761,0.8916666507720947,0.46737197041511536
339,0.9641666412353516,0.09465394914150238,0.8666666746139526,0.559436023235321
340,0.9800000190734863,0.07357712835073471,0.875,0.5780037045478821
341,0.965833306312561,0.08577132970094681,0.9041666388511658,0.47912731766700745
342,0.9758333563804626,0.08303960412740707,0.8583333492279053,0.561352550983429
343,0.9750000238418579,0.07098819315433502,0.875,0.5056140422821045
344,0.9775000214576721,0.07154429703950882,0.8916666507720947,0.5127598643302917
345,0.9649999737739563,0.09903649985790253,0.8500000238418579,0.5921334624290466
346,0.9750000238418579,0.0768604502081871,0.887499988079071,0.48531264066696167
347,0.9816666841506958,0.0566210001707077,0.875,0.42439934611320496
348,0.9766666889190674,0.06646575778722763,0.8583333492279053,0.6574701070785522
349,0.9791666865348816,0.06201270595192909,0.8791666626930237,0.5346409678459167
350,0.9708333611488342,0.07670243829488754,0.8999999761581421,0.46087315678596497
351,0.9775000214576721,0.07059597223997116,0.8833333253860474,0.4359962046146393
352,0.9791666865348816,0.06233823299407959,0.9125000238418579,0.4571216404438019
353,0.98416668176651,0.05035435035824776,0.8666666746139526,0.5080173015594482
354,0.9758333563804626,0.07176825404167175,0.9041666388511658,0.4537073075771332
355,0.9783333539962769,0.06298713386058807,0.8833333253860474,0.5124146938323975
356,0.9750000238418579,0.06925895065069199,0.8708333373069763,0.5778124928474426
357,0.9783333539962769,0.06253860145807266,0.8666666746139526,0.5574280023574829
358,0.9791666865348816,0.05684342607855797,0.8583333492279053,0.5547873377799988
359,0.9800000190734863,0.05780233442783356,0.887499988079071,0.45420464873313904
360,0.98416668176651,0.05580031871795654,0.8791666626930237,0.6316184997558594
361,0.9808333516120911,0.05771855637431145,0.8916666507720947,0.5774589776992798
362,0.9866666793823242,0.050162505358457565,0.887499988079071,0.5149793028831482
363,0.9791666865348816,0.06207289546728134,0.862500011920929,0.5710872411727905
364,0.9808333516120911,0.05859198421239853,0.8958333134651184,0.44112443923950195
365,0.9816666841506958,0.055367596447467804,0.8833333253860474,0.4455893635749817
366,0.9833333492279053,0.05295873433351517,0.887499988079071,0.5151832699775696
367,0.9775000214576721,0.062287699431180954,0.9291666746139526,0.38791120052337646
368,0.9808333516120911,0.0562538281083107,0.9083333611488342,0.5831739902496338
369,0.9783333539962769,0.06124467775225639,0.862500011920929,0.5692939162254333
370,0.9666666388511658,0.07564139366149902,0.8708333373069763,0.6694132089614868
371,0.971666693687439,0.08599717170000076,0.8708333373069763,0.5075278878211975
372,0.9800000190734863,0.06367850303649902,0.9125000238418579,0.3641166687011719
373,0.9908333420753479,0.03964650258421898,0.8833333253860474,0.5354925990104675
